code,code_name,D1日期,D2日期,D1收盘价,D2收盘价,D1-D2收益率,D1_5日均线,D1_20日均线,D1_60日均线,D1_J值,D2_J值,持仓天数
sh.601816,京沪高铁,2024-08-09,2024-08-13,5.68,5.67,-0.18,5.72,5.73,5.42,-0.32,3.9,4
sh.601816,京沪高铁,2024-12-20,2024-12-23,6.06,6.14,1.32,6.16,6.07,5.78,-8.49,6.63,3
sh.601816,京沪高铁,2025-01-06,2025-01-08,5.92,5.91,-0.17,6.07,6.18,5.86,-0.2,2.23,2
sh.601818,光大银行,2024-10-25,2024-10-28,3.42,3.42,0.0,3.46,3.47,3.24,-4.34,9.16,3
sh.601838,成都银行,2024-06-11,2024-06-12,15.13,15.19,0.4,15.4,15.76,14.55,-1.33,13.37,1
sh.601838,成都银行,2024-10-28,2024-10-29,15.47,15.5,0.19,15.61,15.45,14.57,-0.39,2.98,1
sh.601838,成都银行,2025-01-22,2025-01-23,16.39,16.69,1.83,16.84,16.87,16.24,-0.73,11.46,1
sh.601857,中国石油,2025-01-21,2025-01-27,8.45,8.33,-1.42,8.74,8.86,8.43,-2.59,5.77,6
sh.601865,福莱特,2024-04-12,2024-04-18,27.4,25.42,-7.23,28.18,28.57,24.96,-5.82,3.29,6
sh.601865,福莱特,2024-10-17,2024-10-21,18.12,19.16,5.74,18.71,17.63,17.68,-7.7,10.53,4
sh.601865,福莱特,2024-12-13,2024-12-18,23.28,22.29,-4.25,23.91,25.29,22.66,-1.1,1.5,5
sh.601868,中国能建,2024-05-07,2024-05-09,2.19,2.19,0.0,2.21,2.2,2.16,-6.37,13.59,2
sh.601868,中国能建,2024-05-28,2024-06-04,2.2,2.17,-1.36,2.22,2.22,2.18,-5.04,10.96,7
sh.601868,中国能建,2024-08-22,2024-08-26,2.2,2.22,0.91,2.22,2.23,2.16,-5.45,20.5,4
sh.601868,中国能建,2024-11-15,2024-11-20,2.4,2.4,0.0,2.45,2.41,2.26,-6.4,0.32,5
sh.601868,中国能建,2024-11-22,2024-11-25,2.33,2.32,-0.43,2.39,2.42,2.27,-4.95,0.98,3
sh.601872,招商轮船,2024-05-23,2024-05-27,9.1,9.3,2.2,9.23,8.96,8.17,-1.42,11.92,4
sh.601872,招商轮船,2025-02-17,2025-02-27,6.76,6.38,-5.62,6.91,6.91,6.59,-1.9,8.77,10
sh.601877,正泰电器,2024-06-06,2024-06-14,20.79,20.64,-0.72,21.15,21.38,20.7,-5.94,20.99,8
sh.601877,正泰电器,2024-10-17,2024-10-21,20.3,21.03,3.6,21.06,20.33,19.06,-15.65,2.31,4
sh.601877,正泰电器,2024-11-15,2024-11-20,22.58,22.7,0.53,23.28,22.64,20.36,-13.74,3.03,5
sh.601877,正泰电器,2024-11-22,2024-11-25,22.02,22.36,1.54,22.58,22.91,20.75,-6.56,6.01,3
sh.601877,正泰电器,2025-03-03,2025-03-06,23.18,23.74,2.42,23.74,23.04,22.54,-2.49,16.03,3
sh.601877,正泰电器,2025-03-25,2025-03-27,24.12,23.89,-0.95,24.3,24.13,22.98,-5.35,0.93,2
sh.601878,浙商证券,2024-04-03,2024-04-15,10.49,10.14,-3.34,10.96,10.7,10.18,-11.65,6.91,12
sh.601878,浙商证券,2024-05-20,2024-05-21,11.59,11.77,1.55,12.06,11.18,10.66,-2.62,1.33,1
sh.601878,浙商证券,2024-05-23,2024-05-30,11.42,11.07,-3.06,11.61,11.42,10.75,-7.16,3.47,7
sh.601878,浙商证券,2024-05-31,2024-06-03,10.97,10.94,-0.27,11.14,11.58,10.84,-0.27,4.72,3
sh.601878,浙商证券,2024-10-17,2024-10-18,12.68,13.61,7.33,13.02,12.42,11.45,-12.97,3.17,1
sh.601878,浙商证券,2024-11-18,2024-11-21,12.62,12.65,0.24,13.32,13.31,12.31,-2.15,3.49,3
sh.601881,中国银河,2024-05-16,2024-05-17,12.0,12.23,1.92,12.29,11.89,11.95,-4.36,18.83,1
sh.601881,中国银河,2024-10-17,2024-10-18,14.03,14.76,5.2,14.52,13.23,11.44,-2.37,5.8,1
sh.601881,中国银河,2024-11-22,2024-11-27,15.06,15.27,1.39,15.61,15.55,13.56,-1.97,12.61,5
sh.601881,中国银河,2024-12-16,2024-12-20,15.24,15.33,0.59,15.67,15.57,14.83,-8.13,3.62,4
sh.601881,中国银河,2025-03-26,2025-03-28,16.86,16.99,0.77,17.16,17.04,15.3,-5.32,8.02,2
sh.601881,中国银河,2025-04-01,2025-04-02,16.28,16.5,1.35,16.73,17.06,15.36,-0.87,5.29,1
sh.601888,中国中免,2024-10-17,2024-10-22,65.44,69.14,5.65,68.71,64.41,63.81,-15.92,14.77,5
sh.601888,中国中免,2024-11-18,2024-11-20,69.77,70.4,0.9,72.19,71.12,65.38,-6.42,0.67,2
sh.601888,中国中免,2024-11-22,2024-11-27,67.4,68.68,1.9,69.58,71.26,65.84,-6.83,15.53,5
sh.601898,中煤能源,2024-09-09,2024-09-12,12.84,12.8,-0.31,13.28,13.28,12.6,-4.75,7.09,3
sh.601898,中煤能源,2024-10-23,2024-10-24,13.24,13.41,1.28,13.6,13.79,13.09,-2.5,5.66,1
sh.601899,紫金矿业,2024-04-23,2024-04-26,17.04,18.27,7.22,18.0,17.32,14.71,-0.47,27.39,3
sh.601899,紫金矿业,2024-06-03,2024-06-04,17.33,17.42,0.52,17.78,18.11,17.09,-0.65,5.33,1
sh.601899,紫金矿业,2024-10-17,2024-10-18,17.14,17.63,2.86,17.33,16.53,16.13,-3.7,7.77,1
sh.601899,紫金矿业,2024-10-31,2024-11-01,16.82,17.25,2.56,17.12,17.47,16.23,-0.67,21.15,1
sh.601899,紫金矿业,2025-02-21,2025-02-27,16.19,15.75,-2.72,16.38,16.49,15.96,-8.31,1.68,6
sh.601899,紫金矿业,2025-04-03,2025-04-09,17.11,15.92,-6.95,17.76,17.54,16.64,-6.28,7.68,6
sh.601901,方正证券,2024-05-17,2024-05-29,8.72,8.3,-4.82,8.96,8.55,8.01,-1.69,4.32,12
sh.601901,方正证券,2024-10-17,2024-10-22,8.21,8.47,3.17,8.46,7.96,7.44,-11.45,3.57,5
sh.601901,方正证券,2024-11-18,2024-11-21,8.61,8.76,1.74,8.94,8.86,7.95,-10.17,8.45,3
sh.601901,方正证券,2024-11-22,2024-11-25,8.32,8.31,-0.12,8.63,8.89,8.05,-1.19,5.28,3
sh.601901,方正证券,2024-12-17,2024-12-19,8.65,8.65,0.0,8.81,8.69,8.59,-3.79,0.8,2
sh.601916,浙商银行,2024-04-23,2024-04-25,2.93,2.96,1.02,2.98,2.98,2.83,-0.38,4.78,2
sh.601916,浙商银行,2024-05-31,2024-06-12,2.98,2.89,-3.02,3.01,3.01,2.95,-4.92,10.39,12
sh.601916,浙商银行,2024-11-26,2024-11-27,2.85,2.88,1.05,2.88,2.88,2.78,-0.81,15.7,1
sh.601916,浙商银行,2024-12-17,2024-12-18,2.91,2.94,1.03,2.96,2.92,2.87,-2.67,2.64,1
sh.601916,浙商银行,2024-12-19,2024-12-23,2.92,2.93,0.34,2.93,2.92,2.88,-0.52,7.23,4
sh.601919,中远海控,2024-07-11,2024-07-18,14.2,13.27,-6.55,14.56,15.32,14.15,-0.42,4.24,7
sh.601919,中远海控,2024-10-16,2024-10-21,14.41,14.52,0.76,14.72,13.81,13.04,-11.28,4.05,5
sh.601919,中远海控,2024-11-14,2024-11-18,14.38,14.64,1.81,14.6,14.76,13.66,-10.91,9.52,4
sh.601919,中远海控,2025-01-08,2025-01-14,14.71,14.49,-1.5,14.88,14.88,14.6,-2.35,8.05,6
sh.601939,建设银行,2024-04-29,2024-04-30,7.07,7.12,0.71,7.2,7.12,7.0,-1.66,3.39,1
sh.601939,建设银行,2024-05-06,2024-05-07,7.07,7.12,0.71,7.12,7.14,7.01,-0.42,8.3,1
sh.601939,建设银行,2024-10-25,2024-10-30,8.11,7.92,-2.34,8.14,8.04,7.74,-0.78,2.32,5
sh.601939,建设银行,2025-02-25,2025-02-27,8.5,8.58,0.94,8.66,8.54,8.45,-5.35,0.38,2
sh.601939,建设银行,2025-02-28,2025-03-03,8.51,8.5,-0.12,8.54,8.58,8.48,-4.04,3.11,3
sh.601985,中国核电,2024-07-31,2024-08-07,11.03,10.98,-0.45,11.75,11.52,10.46,-4.05,4.43,7
sh.601988,中国银行,2024-04-29,2024-04-30,4.57,4.59,0.44,4.61,4.57,4.47,-2.17,1.77,1
sh.601988,中国银行,2024-05-06,2024-05-08,4.48,4.51,0.67,4.57,4.58,4.48,-10.17,12.03,2
sh.601988,中国银行,2024-07-19,2024-07-23,4.67,4.76,1.93,4.74,4.68,4.55,-0.36,17.92,4
sh.601988,中国银行,2024-08-30,2024-09-02,4.79,4.9,2.3,5.01,4.84,4.7,-3.16,4.93,3
sh.601988,中国银行,2024-09-03,2024-09-10,4.76,4.8,0.84,4.9,4.86,4.72,-8.2,18.58,7
sh.601988,中国银行,2024-10-25,2024-10-29,4.91,4.9,-0.2,4.94,4.96,4.83,-5.12,4.25,4
sh.601989,中国重工,2024-05-23,2024-05-29,5.0,4.95,-1.0,5.08,5.0,4.79,-12.71,3.3,6
sh.601989,中国重工,2024-08-09,2024-08-14,5.46,5.56,1.83,5.54,5.44,5.1,-4.23,20.03,5
sh.601995,中金公司,2024-10-17,2024-10-21,34.3,35.86,4.55,36.14,33.28,30.03,-11.3,4.63,4
sh.601995,中金公司,2024-11-19,2024-11-27,36.18,35.02,-3.21,37.62,36.89,33.09,-1.84,5.31,8
sh.601995,中金公司,2024-12-16,2024-12-24,35.66,35.36,-0.84,36.46,35.98,35.64,-8.72,9.06,8
sh.601995,中金公司,2025-03-21,2025-03-27,34.96,34.77,-0.54,35.86,35.62,33.68,-0.08,1.78,6
sh.601998,中信银行,2024-04-30,2024-05-07,6.88,6.95,1.02,6.91,6.77,6.46,-4.6,10.28,7
sh.601998,中信银行,2024-06-04,2024-06-14,6.98,6.48,-7.16,7.1,7.07,6.72,-3.98,5.34,10
sh.601998,中信银行,2024-12-13,2024-12-23,6.83,6.84,0.15,7.06,6.91,6.69,-1.0,8.68,10
sh.601998,中信银行,2025-03-28,2025-04-01,7.11,7.11,0.0,7.25,7.14,6.83,-8.1,4.94,4
sh.603019,中科曙光,2024-04-03,2024-04-11,46.05,44.38,-3.63,47.82,51.11,42.0,-2.7,4.29,8
sh.603019,中科曙光,2024-12-10,2024-12-18,74.94,71.89,-4.07,76.17,77.74,61.03,-8.66,1.33,8
sh.603195,公牛集团,2024-05-21,2024-05-27,123.4,126.03,2.13,125.71,120.57,109.1,-12.38,21.63,6
sh.603195,公牛集团,2024-10-16,2024-10-22,73.82,73.5,-0.43,76.77,71.32,69.33,-4.83,10.53,6
sh.603195,公牛集团,2025-03-18,2025-03-19,74.18,74.7,0.7,74.73,75.4,72.31,-5.58,2.86,1
sh.603195,公牛集团,2025-03-20,2025-03-21,73.0,73.3,0.41,74.22,75.25,72.4,-8.14,5.97,1
sh.603259,药明康德,2024-10-17,2024-10-21,48.18,50.36,4.52,50.11,46.42,42.04,-6.8,1.17,4
